Electorate,15-29 years (%),30-64 years (%),65 years and over (%),No qualification (%),Level 1 certificate (%),Level 2 certificate (%),Level 3 certificate (%),Level 4 certificate (%),Level 5 diploma (%),Level 6 diploma (%),Bachelor degree and level 7 qualification (%),Post-graduate and honours degrees (%),Masters degree (%),Doctorate degree (%),Overseas secondary school qualification (%),Total people - religious affiliation (%),  Adventist (%),  Anglican (%),  Baptist (%),  Catholicism (%),"  Evangelical, Born Again and Fundamentalist (%)",  Jehovah's Witnesses (%),  Latter-day Saints (%),  Methodist (%),  Pentecostal (%),"  Presbyterian, Congregational and Reformed (%)","  Maori Religions, Beliefs and Philosophies (%)",  Buddhism (%),  Hinduism (%),  Islam (%),  Judaism (%),  Spiritualism and New Age religions (%),  Sikhism (%),  Jedi (%),  Other religions (%),European (%),Maori (%),Pacific Peoples (%),Asian (%),Middle Eastern/Latin American/African (%),Other ethnicity (%),Regular smoker (%),Ex-smoker (%),Never smoked regularly (%),No dependent children (%),One dependent child (%),Two dependent children (%),Three dependent children (%),Four or more dependent children (%),Year
te atatu,19.57888980038283,46.477075927445085,13.38073101813873,9.178743961352657,7.802388114119041,7.50159511439249,7.419560659921612,6.070549630844955,3.4454470877768664,3.6095159967186223,12.888524291313463,2.5066083310545983,2.9532403609515994,0.5651262419104913,7.082307902652447,99.17054051590557,0.2552183027982864,9.45219214292225,1.6042293318749428,12.059064807219032,0.3554826360404703,0.3828274541974296,0.7747698477805123,2.780056512624191,1.822987877130617,6.353112751800201,0.45574696928265424,1.5951143924892899,1.5586546349466777,1.2122869382918602,0.26433324218393944,0.41928721174004197,0.1276091513991432,0.0,0.21875854525567404,70.76838939021056,7.729468599033816,6.59010117582718,15.221948774040653,1.613344271260596,1.4492753623188406,7.56539969009206,15.887339349193327,48.32740862273266,2.798286391395497,3.9741135721447454,4.666848965454379,1.276091513991432,0.42840215112569496,2017
upper harbour,21.37740635726011,46.336367706312494,11.319206088643487,11.4982838382331,7.663035367855545,7.058647962990598,7.573496493060737,5.752872705566333,3.3950156693030893,3.0144754514251604,11.834054618713624,2.0817788389792566,2.3130875988658413,0.4476943739740337,8.125652887628712,99.35084315773766,0.4775406655723026,7.416803462169826,2.0743172660796896,12.408595731980302,0.5969258319653783,0.4178480823757648,1.081928070437248,2.9174750037307864,2.544396358752425,6.558722578719594,0.4924638113714371,2.3951649007610802,2.768243545739442,1.828085360393971,0.14176988509177735,0.4103865094761976,0.20146246828831518,0.0,0.3730786449783614,59.52842859274735,9.147888374869423,9.834353081629606,22.705566333383075,2.6190120877480974,1.1863900910311893,8.961349052380243,14.229219519474706,48.53753171168482,3.1114758991195344,4.185942396657215,4.305327563050291,1.2311595284285928,0.49992538427100436,2017
auckland central,20.713658597767466,47.04628119904679,12.680295998996613,8.190141728333124,6.685062084535306,6.603536937162925,8.378276683807853,5.32421923993478,3.361344537815126,4.1452401856264895,15.044525272795687,6.126928383293616,4.302019315188762,0.808980308541327,6.114386052928634,98.77712278941428,0.20067728583970904,5.518625360591998,1.3169446883230904,9.852000501693215,0.7337263263514361,0.38881224131443626,0.8654207951837452,1.3483005142355449,1.8060955725573813,3.4616831807349806,0.41389690204439983,1.3232158535055814,2.7843973410259624,1.5740624608052176,0.16932145992725448,0.4327103975918726,0.29474476357707263,0.5016932145992725,0.6145741878841089,70.31230402608804,8.729461934027343,6.145741878841089,20.506710146745267,1.950332371754672,1.1538943935783268,6.935908691834943,16.141979179731596,56.21472469584848,2.891007149128308,4.057443873071617,4.414900288473598,1.273046532045654,0.3574564154019817,2020
botany,27.723768018773047,42.926583975863224,9.763660744217232,10.006704659738517,5.908481394569225,5.556486758297016,9.897753938987597,4.894401609118337,3.310425745893396,3.142809252430439,12.655045256453235,3.8803218236674484,2.9668119342943347,0.6034193764666443,7.241032517599731,95.39054642976869,0.39389875963794835,3.1847133757961785,1.089507207509219,10.962118672477372,1.3157894736842104,0.4693261816962789,1.1146496815286624,1.6426416359369762,2.1873952396915857,4.215554810593362,0.771035869929601,1.709688233322159,4.53402614817298,2.9751927589674825,0.0670465973851827,0.30170968823332217,0.5112303050620182,0.4022795843110962,0.5782769024472008,46.848809922896415,11.78343949044586,13.83674153536708,31.56218571907476,3.092524304391552,1.0643647334897754,8.95072075092189,12.587998659068052,54.79383171304056,2.5645323499832386,3.5534696614146837,3.3020449212202476,0.9973181361045926,0.4022795843110962,2020
east coast bays,20.57874106525248,45.78049342863731,14.722158173852895,10.883098916301591,6.605948812543233,6.640534931980632,8.68111597878718,5.314733686880332,3.6545999538851746,3.700714779801706,13.396356928752596,4.991929905464606,3.550841595572977,0.5418492045192529,6.8480516486050265,99.20451925293982,0.38044731381139035,5.257090154484667,1.17592806087157,11.966797325340096,0.8877103988932442,0.276688955499193,1.2912151256629008,1.5679040811620935,1.9137652755360848,3.9543463223426336,0.5303204980401199,1.2681577127046344,2.6746599031588656,1.7869495042656214,0.14987318422872953,0.39197602029052336,0.4611482591653216,0.4265621397279225,0.5764353239566521,62.39335946506802,10.871570209822458,9.36130966105603,24.48697256167858,2.9513488586580587,1.1413419414341712,8.035508415955729,15.310122204288678,57.009453539312894,3.181922988240719,3.873645376988702,3.9774037353008995,1.2681577127046344,0.3228037814157252,2020
epsom,21.575421575421576,47.56294756294756,10.88011088011088,10.117810117810118,6.822206822206822,6.560406560406561,8.400708400708401,5.882805882805883,3.472703472703473,3.5035035035035036,13.983213983213982,5.151305151305151,3.657503657503657,0.6699006699006699,5.982905982905983,100.02310002310001,0.3927003927003927,4.011704011704012,1.178101178101178,9.763609763609765,0.87010087010087,0.5698005698005698,0.8547008547008548,1.4784014784014783,1.6632016632016633,3.3264033264033266,0.5005005005005005,1.6863016863016864,4.851004851004851,2.5102025102025105,0.1386001386001386,0.40040040040040037,0.5775005775005776,0.5621005621005621,0.7238007238007238,63.5019635019635,10.356510356510357,11.858011858011858,23.9008239008239,2.5025025025025025,1.2320012320012321,8.731808731808732,15.43081543081543,55.52475552475552,2.648802648802649,3.9655039655039657,4.242704242704242,1.2628012628012628,0.36960036960036957,2020
kaipara ki mahurangi,21.277061010277716,46.173190465777395,12.934616225672425,9.5068882571616,6.565711786573365,5.904220424229171,8.555652744369123,5.133391646621474,3.422261097747649,3.5972009621692544,14.990159632626284,5.040454843647496,3.6792040236168817,0.6614913623441943,7.106931992127706,99.1635687732342,0.41548217800131204,4.597638311830308,1.1589766017931336,11.863109556090095,1.104307894161382,0.36081347036956046,1.0933741526350318,1.6181937458998468,2.0063415700852834,3.9580144325388145,0.5576208178438662,1.6181937458998468,3.826809534222611,2.1594139514541877,0.18040673518478023,0.37721408265908596,0.51935272250164,0.34441285808003497,0.7161600699759457,55.01312048983162,9.84583424447846,9.949704788978789,31.325169472993657,2.8537065383774327,1.2683140170566367,7.932429477367155,14.339602011808442,57.27640498578614,2.897441504482834,4.056418106275967,4.171222392302646,1.0824404111086814,0.34987972884321017,2020
kelston,21.473565804274468,46.524184476940384,13.532058492688414,9.100112485939258,6.321709786276715,5.973003374578178,8.312710911136108,4.758155230596175,3.2733408323959505,3.8132733408323958,15.331833520809898,5.838020247469066,4.37570303712036,0.7536557930258717,7.525309336332958,99.5275590551181,0.281214848143982,5.005624296962879,1.1473565804274466,10.48368953880765,1.001124859392576,0.40494938132733405,1.2373453318335208,1.5410573678290214,1.8785151856017999,3.937007874015748,0.3374578177727784,1.9122609673790776,4.195725534308211,2.1484814398200225,0.14623172103487064,0.4161979752530934,0.49493813273340836,0.40494938132733405,0.6186726659167604,58.908886389201356,8.29021372328459,9.966254218222723,30.067491563554555,2.1259842519685037,1.1136107986501687,7.919010123734534,15.410573678290213,57.64904386951631,2.8683914510686166,4.195725534308211,3.937007874015748,1.1698537682789651,0.281214848143982,2020
mangere,25.905821685439,46.71597231646085,9.288913013977474,7.877595331795359,5.21780431537522,5.502781924277378,8.393269100284979,4.417152937983444,3.6368571040846795,3.6300719229203424,17.417560048853304,6.303433301669155,4.8989008006513775,0.8142217397204505,6.961595874609852,99.1043560863075,0.20355543493011263,3.70470891572805,0.997421631157552,11.324467363278599,0.7463699280770796,0.2714072465734835,0.9227846383498439,1.241688153073687,1.5470213054688562,3.080472248609038,0.41389605102456234,2.008413624643778,5.998100149273985,3.4468720314832404,0.18319989143710136,0.3731849640385398,0.8142217397204505,0.3935405075315511,0.8277921020491247,52.89727235717193,8.237209933505223,8.908942868774597,34.88261636585697,3.663997828742027,1.0517030804722487,7.9929434115890885,13.041118197855884,59.994571855068536,2.5715836612837566,3.853982901343466,3.881123626000814,1.0720586239652599,0.25783688424480933,2020
manurewa,21.81383705052344,45.90350477924442,15.350477924442421,9.751934456076468,7.00955848884843,6.725079654073737,8.887118798361401,5.621301775147929,3.356850250341375,3.857532999544834,13.746017296313154,6.06508875739645,4.699590350477925,1.0810195721438325,5.473372781065089,98.97587619481111,0.13654984069185253,6.520254893035958,1.1151570323167956,9.069185252617205,0.785161583978152,0.432407828857533,0.5348202093764224,1.2289485662266726,1.6385980883022302,3.516158397815203,0.45516613563950836,1.3086026399635866,2.8106508875739644,1.615839781520255,0.13654984069185253,0.5234410559854347,0.2958579881656805,0.5803368229403733,0.9330905780609923,74.52207555757852,9.171597633136095,6.508875739644971,16.465634956759217,2.1051433773327264,1.103777878925808,7.85161583978152,18.34319526627219,55.65543923532089,2.43513882567137,3.3340919435593994,3.6640873918980432,1.1606736458807465,0.31861629494765586,2020
maungakiekie,32.57761174803555,45.794151745459224,9.583923740821847,5.680793507664562,4.160762591781528,4.611619219373953,6.891665593198505,3.838722143501224,3.503800077289707,3.4909184593584954,17.274249645755507,5.886899394563957,5.01094937524153,0.7342522220790931,7.819142084245781,90.09403581089785,0.14169779724333376,3.349220662115162,0.7471338400103054,9.893082571170938,0.5410279531109108,0.1288161793121216,0.4250933917300013,0.9403581089784877,1.2108720855339432,2.4217441710678864,0.2318691227618189,2.099703722787582,7.999484735282751,2.898364034522736,0.1545794151745459,0.4122117737987891,1.2366353213963672,0.3735669200051527,0.7342522220790931,44.64768774958135,5.30722658765941,5.487569238696381,36.75125595774829,4.070591266263043,0.8373051655287905,7.8577869380394185,11.74803555326549,59.24256086564472,1.8163081283009146,3.027180213834858,2.486152260723947,0.5796728069045471,0.11593456138090945,2020
mt albert,20.2324352879028,47.945060750132065,13.438985736925515,8.483888008452192,7.004754358161648,6.920232435287903,8.251452720549393,5.620707871104067,3.3174854727945062,4.004226096143687,15.625990491283675,6.201796090861067,4.204965662968832,0.7818277865821448,5.726360274696249,99.66191230850502,0.31695721077654515,6.698362387744321,0.9086106708927628,9.276281035393556,0.7290015847860539,0.3909138932910724,0.7290015847860539,1.2995245641838353,1.468568409931326,3.6555731642894878,0.20073956682514527,1.09878499735869,2.0707871104067617,1.4474379292128896,0.306391970417327,0.4226096143687269,0.26413100898045433,0.40147913365029053,0.6656101426307449,76.71421024828314,8.378235604860011,6.856840993132594,15.25620707871104,1.8383518225039621,1.172741679873217,7.0364500792393025,17.62282091917591,56.354992076069735,2.8420496566296882,3.8246170100369783,4.300052826201796,1.2044374009508716,0.28526148969889065,2020
mt roskill,22.764304660856386,47.08222811671088,13.196286472148541,8.980674497915878,5.977643046608564,6.536566881394467,8.488063660477453,4.812428950359985,3.32512315270936,3.8272072754831377,16.246684350132625,6.801818870784388,4.80295566502463,0.9283819628647214,5.1439939370973855,99.16635089048881,0.3978779840848806,5.598711633194392,1.0136415308829103,10.30693444486548,0.7010231148162183,0.30314513073133764,1.0136415308829103,1.6862447896930655,1.7620310723759,3.6377415687760517,0.378931413414172,1.354679802955665,2.3777946191739296,1.600985221674877,0.2652519893899204,0.407351269420235,0.35998484274346343,0.44524441076165217,0.8431223948465327,70.95490716180372,9.520651762031072,11.434255399772642,15.242516104585068,2.3872679045092835,1.449412656309208,8.317544524441075,17.847669571807504,56.05342932929139,2.2262220538082604,3.2398635846911708,3.628268283440697,1.0799545282303904,0.29367184539598334,2020
new lynn,20.730049834962138,48.26224839816193,11.766228723059996,8.75671477574267,5.947835091579833,6.355575690893793,8.471943563523396,4.9123034107824735,3.6049446637758074,3.8832438029900973,15.371173386835805,5.734256682415378,4.148598796194421,0.7378163225681186,7.093392013461912,99.13274221733221,0.2847712122192738,4.782861950682803,1.0549478998123099,9.662804996440359,0.7378163225681186,0.4077405993139603,0.847841563652838,1.3914956960714517,1.7021552003106595,3.6437771018057084,0.3171315772441913,2.019286777554851,3.1777878454468964,1.7150993463206265,0.1747459711345544,0.3689081612840593,0.31065950423920785,0.3365477962591418,0.731344249563135,61.80182512458741,8.122451621254289,8.446055271503463,28.06290854960844,2.3040579897741247,1.1973335059219468,7.319914568636335,15.51355899294544,57.02543524690958,2.8736004142126723,4.019157336094751,4.504562811468514,1.1908614329169631,0.27829913921429034,2020
north shore,20.413007358177072,46.30904343698077,14.83503441727985,8.889152622834084,6.776643721813434,6.622359363873724,8.390695466413483,5.364348445288393,3.3586517920721577,4.094469499169238,15.523380014241633,6.052694042250177,4.5929266555898405,0.8307619273676715,6.195110372656065,99.89318775219559,0.30856871587942086,6.290054592926656,0.8426299549014953,11.405174460004746,0.7120816520294327,0.3441727984808925,0.7002136244956089,1.4004272489912177,1.4835034417279849,3.963921196297175,0.2729646332779492,1.5309755518632804,2.516021837170662,1.6377877996676953,0.24922857821030148,0.35604082601471637,0.21362449560882982,0.3441727984808925,0.7358177070970804,69.35675290766675,8.53311179681937,7.393781153572276,21.55233800142416,2.2074531212912416,1.3292190837882745,7.19202468549727,15.772608592451935,58.34322335627819,2.9195347733206742,3.821504865891289,4.035129361500118,1.3410871113220983,0.30856871587942086,2020
northcote,22.455247455247456,46.7971217971218,11.925236925236925,8.24850824850825,6.160056160056159,6.37943137943138,8.643383643383643,5.045630045630046,3.22042822042822,3.86977886977887,15.426465426465427,5.616005616005617,4.3875043875043875,0.8950508950508951,7.177957177957178,98.79782379782381,0.22815022815022815,5.177255177255177,0.9915759915759915,9.757809757809758,0.8950508950508951,0.28957528957528955,0.8687258687258688,1.3162513162513163,1.684801684801685,3.7995787995787995,0.40365040365040367,1.7813267813267815,2.965952965952966,1.755001755001755,0.2106002106002106,0.3334503334503335,0.31590031590031586,0.39487539487539486,0.666900666900667,62.135837135837136,7.862407862407863,7.265707265707267,27.878202878202877,2.4657774657774656,1.0705510705510706,6.7830817830817836,14.487539487539488,58.75745875745876,3.237978237978238,4.124254124254125,4.176904176904177,1.2548262548262548,0.26325026325026324,2020
pakuranga,35.47891936144085,42.80597625869832,8.851821530904626,6.692591076545232,3.970528039295947,4.369627507163324,9.660253786328285,3.765861645517806,3.2541956610724516,3.29512893982808,17.836676217765042,6.600491199345068,5.873925501432665,0.7981989357347523,8.964388047482604,94.82194023741302,0.28653295128939826,2.722063037249284,0.7163323782234957,9.701187065083912,0.757265656979124,0.2251330331559558,0.49119934506753987,1.013098649201801,1.1563651248465001,2.793696275071633,0.255832992222677,2.6094965206713057,7.6135898485468685,4.2468276708964385,0.13303315595579204,0.2967662709783054,1.0335652885796152,0.3274662300450266,0.9107654523127302,42.294310274252965,6.610724519033975,6.9688907081457225,42.72410970118706,4.021694637740484,0.9516987310683586,7.736389684813753,12.09578387228817,62.48465002046664,2.046663937781416,3.0495292672943104,2.660663119115841,0.6753990994678674,0.1637331150225133,2020
panmure-otahuhu,25.335673541026765,47.38043001316367,10.223782360684512,9.021500658183413,6.143045195261079,6.064063185607722,7.819218955682317,5.283018867924529,3.4839842035980695,3.54541465555068,14.874945151382185,5.607722685388328,4.510750329091707,0.8512505484861781,5.906099166301009,96.80561649846425,0.3861342694164107,3.826239578762615,0.8161474330846862,10.522158841597191,0.8512505484861781,0.4826678367705134,0.9653356735410268,1.3953488372093024,1.6761737604212374,3.352347520842475,0.6669591926283458,1.8165862220272049,4.642387011847301,2.308029837648091,0.14041246160596754,0.47389205792014044,0.587977182974989,0.39491004826678366,0.88635366388767,57.99034664326459,12.180781044317683,12.294866169372531,24.34401053093462,2.8170250109697235,1.0794207985958755,9.45151382185169,15.831505046072838,54.60289600702062,2.1676173760421236,3.326020184291356,3.0978499341816583,1.0267661254936375,0.34225537516454585,2020
papakura,18.472236218885417,46.02438778595183,17.73657160133024,11.679935503375996,8.656656253149249,7.608586113070643,7.8000604655850045,6.792300715509422,3.748866270281165,4.0511941953038395,11.639625113372972,4.645772447848433,3.1845208102388387,0.6550438375491283,4.2426685478182,98.11548926735865,0.2620175350196513,6.7419127280056435,0.9573717625718028,7.538042930565353,0.8868285800665121,0.49380227753703515,0.5441902650408142,1.2697772850952331,1.8643555376398266,4.373677315328026,0.8868285800665121,0.896906177567268,2.1566058651617452,0.725587020054419,0.12093117000906983,0.43333669253250023,0.24186234001813967,0.5139574725385467,0.5945782525445933,78.29285498337197,11.770633880882798,6.671369545500353,10.813262118310995,1.2093117000906983,1.169001310087675,8.86828580066512,19.67147032147536,51.62753199637207,2.1969162551647687,3.1039000302327926,3.587624710269072,1.3302428700997682,0.3728711075279653,2020
port waikato,18.962824117463292,44.91304800583151,15.911694262209727,13.162553368738935,8.226595855461834,7.508070394668333,8.059981255857544,6.362595022388836,3.498906591690097,3.5509736540664374,11.277725710715401,4.029990627928772,2.8116213683223994,0.5831510986150161,4.675622201395397,99.94793293762366,0.22909507445589922,5.769030511298553,0.8122461730709154,9.309590752889722,0.8018327605956471,0.49984379881287094,0.8226595855461835,1.926481307924607,1.6036655211912942,4.15495157763199,1.072581484952619,0.9892741851504738,2.363844631885869,2.999062792877226,0.07289388732687702,0.44777673643653026,0.5206706237634072,0.37488284910965325,0.645631573466625,70.1864000833073,12.86056440695616,10.04894303863376,16.598979485577424,2.2492970946579196,1.1350619598042277,9.642819952098304,17.91106945746121,52.15036967614287,2.447151931688014,3.42601270436322,3.7175882536707276,1.3953972716859315,0.47901697386233466,2020
takanini,19.92092020129403,46.010064701653484,16.18260244428469,10.1078360891445,6.534867002156722,6.340762041696621,7.785765636232926,5.161754133716751,3.378864126527678,3.9324227174694464,14.816678648454348,5.686556434219986,4.306254493170381,0.9130122214234364,6.556434219985621,98.9000718907261,0.2156721782890007,6.153846153846154,1.128684399712437,10.007189072609632,0.7189072609633357,0.41696621135873474,0.8483105679367362,1.2940330697340043,1.3946800862688713,3.6736161035226456,0.33788641265276775,1.488138030194105,7.361610352264558,3.2278936017253774,0.12940330697340044,0.39539899352983465,0.7045291157440691,0.38102084831056793,0.7332854061826024,63.191948238677206,7.972681524083393,8.425593098490294,26.836808051761324,2.0992092020129403,0.9417685118619697,7.32566498921639,16.534867002156723,57.23220704529116,2.473040977713875,3.7886412652767794,3.8533429187634796,1.1214953271028036,0.33069734004313445,2020
tamaki,28.34678253672667,46.98944754810677,10.542106352162218,6.093523691289055,4.73825781088351,5.286571487688806,8.13159528243327,3.993378853714049,3.4761018001241464,3.7243947858473,19.563418166770123,7.645354852058762,6.321125594868611,1.1069728946823918,6.341816677012208,96.96875646596317,0.14483757500517278,5.648665425201738,0.7034967928822677,10.169666873577487,0.6828057107386716,0.16552865714876888,0.4552038071591144,0.951789778605421,0.7862611214566521,2.876060417959859,0.2069108214359611,1.8104696875646598,6.610800744878957,2.1208359197186013,0.14483757500517278,0.42416718394372027,0.7862611214566521,0.4965859714463066,0.8897165321746328,63.48024001655287,6.538381957376371,5.63831988412994,25.915580384854124,3.072625698324022,1.0552451893234016,7.624663769915166,15.15621767018415,60.25243120215187,1.903579557210842,3.2588454376163876,3.35195530726257,0.9207531553900269,0.186219739292365,2020
te atatu,20.05587538096851,46.207246867592275,14.02810700982052,8.889265154080595,6.891296986115815,6.637317981713512,8.355909244835761,5.545208262783611,3.310193024043346,3.8435489332881816,14.7646461225872,5.629867930917711,4.173721639011175,0.7280731459532679,6.349475110057569,99.48357602438197,0.17778530308161192,5.5367422959702,1.117507619370132,10.08296647477142,0.8635286149678293,0.3386386725364037,0.7111412123264477,1.5662038604808668,1.9048425330172707,3.9451405350491027,0.39790044023027427,1.4307483914663055,2.3789366745682354,1.4222824246528953,0.16931933626820184,0.36403657297663394,0.2963088384693532,0.43176430748391464,0.6180155773789366,67.26210633254318,8.533694547917372,8.118862174060277,23.07822553335591,2.3789366745682354,1.1259735861835423,6.874365052488994,16.280054182187605,56.53572637995259,2.8360988824923807,3.9536065018625126,4.343040975279377,1.2529630883846934,0.33017270572299356,2020
upper harbour,21.56311498453753,46.50688782682035,11.751475962890076,10.163058757379813,6.501265111048636,6.311498453753163,8.441102052291257,5.229125667697498,3.6336800674725898,3.436885015462468,14.063817824008995,4.638740511667136,3.668822041045825,0.6114703401743041,7.6117514759628895,99.69075063255552,0.43576047230812476,3.746134382906944,1.1948271014900198,11.287601911723362,1.1034579701996066,0.3935901040202418,1.131571549058195,1.7781838628057351,2.0312060725330334,4.132696092212538,0.6395839190328929,1.9679505201012089,3.373629463030644,1.9749789148158563,0.11245431543435479,0.3584481304470059,0.3514197357323587,0.4919876300253022,0.6255271296035986,54.67388248524037,10.465279730109643,11.34382906944054,31.339612032611754,3.0222097272982853,1.3424233904976104,8.567613157154906,14.520663480461064,56.31149845375316,3.0011245431543436,4.139724486927186,4.062412145066067,1.131571549058195,0.3795333145909474,2020
whangaparaoa,22.315709477798286,46.88958853544675,12.783628270546085,9.081532949734013,6.323960482032352,5.971121485180762,8.592986646401043,5.1297361849962,3.4089675388122895,3.8812289653674954,15.660623167951362,5.515144935403322,4.348062099663446,0.8685267614808381,6.834219954402345,98.3389425686679,0.3148409510368038,4.945174248181522,1.02594723699924,11.355987406361958,0.9173813918141352,0.29312778199978284,1.0802301595917925,1.3462164802952992,1.6773423081098686,3.8866572576267506,0.43426338074041904,1.975898382368907,3.3546846162197372,1.8673325371838019,0.2117033981109543,0.4125502117033981,0.4234067962219086,0.39083704266637714,0.6296819020736076,57.86559548366084,9.352947562696775,8.27814569536424,30.859841493866032,2.459016393442623,1.1399413744436002,7.501899902290739,14.640104223211377,58.33785691021605,2.8987080664422975,3.848659211811964,4.011507979589621,1.069373575073282,0.2551297361849962,2020
auckland central,20.713658597767463,47.04628119904678,12.680295998996613,8.190141728333124,6.685062084535306,6.603536937162925,8.378276683807853,5.32421923993478,3.361344537815126,4.1452401856264895,15.044525272795687,6.126928383293617,4.302019315188762,0.8089803085413272,6.1143860529286345,98.77712278941428,0.200677285839709,5.518625360591998,1.3169446883230902,9.852000501693215,0.7337263263514361,0.3888122413144362,0.8654207951837449,1.3483005142355449,1.8060955725573808,3.4616831807349797,0.41389690204439983,1.3232158535055816,2.7843973410259633,1.5740624608052176,0.1693214599272545,0.43271039759187246,0.2947447635770727,0.5016932145992725,0.6145741878841089,70.31230402608806,8.729461934027343,6.145741878841089,20.506710146745263,1.950332371754672,1.1538943935783268,6.935908691834943,16.141979179731596,56.214724695848496,2.8910071491283085,4.057443873071617,4.414900288473598,1.273046532045654,0.35745641540198164,2023
botany,27.723768018773043,42.926583975863224,9.763660744217232,10.006704659738515,5.9084813945692245,5.556486758297016,9.897753938987595,4.894401609118336,3.310425745893396,3.142809252430439,12.655045256453231,3.8803218236674484,2.966811934294334,0.6034193764666442,7.241032517599731,95.39054642976869,0.3938987596379483,3.1847133757961776,1.089507207509219,10.96211867247737,1.3157894736842104,0.4693261816962789,1.1146496815286622,1.6426416359369762,2.1873952396915857,4.215554810593361,0.771035869929601,1.7096882333221586,4.53402614817298,2.975192758967482,0.06704659738518269,0.3017096882333221,0.511230305062018,0.4022795843110961,0.5782769024472006,46.84880992289641,11.78343949044586,13.83674153536708,31.562185719074748,3.092524304391552,1.0643647334897752,8.950720750921889,12.58799865906805,54.79383171304056,2.5645323499832378,3.553469661414683,3.3020449212202476,0.9973181361045929,0.4022795843110961,2023
east coast bays,20.57874106525248,45.7804934286373,14.722158173852891,10.883098916301591,6.6059488125432315,6.640534931980631,8.68111597878718,5.314733686880332,3.654599953885173,3.700714779801707,13.396356928752592,4.991929905464606,3.550841595572976,0.5418492045192529,6.848051648605027,99.2045192529398,0.3804473138113903,5.257090154484667,1.17592806087157,11.966797325340096,0.887710398893244,0.2766889554991929,1.2912151256629005,1.5679040811620935,1.9137652755360848,3.9543463223426327,0.5303204980401198,1.2681577127046344,2.674659903158865,1.7869495042656214,0.14987318422872953,0.39197602029052336,0.4611482591653216,0.4265621397279224,0.576435323956652,62.39335946506802,10.871570209822458,9.36130966105603,24.486972561678577,2.9513488586580583,1.1413419414341712,8.035508415955729,15.310122204288678,57.00945353931288,3.1819229882407187,3.873645376988702,3.9774037353008986,1.2681577127046344,0.32280378141572513,2023
epsom,21.575421575421576,47.562947562947556,10.88011088011088,10.117810117810118,6.822206822206822,6.560406560406561,8.4007084007084,5.882805882805883,3.472703472703473,3.503503503503503,13.983213983213982,5.151305151305151,3.657503657503657,0.6699006699006699,5.982905982905983,100.02310002310001,0.3927003927003927,4.011704011704011,1.1781011781011779,9.763609763609765,0.8701008701008699,0.5698005698005697,0.8547008547008548,1.4784014784014783,1.6632016632016633,3.3264033264033257,0.5005005005005004,1.686301686301686,4.85100485100485,2.5102025102025105,0.1386001386001386,0.4004004004004003,0.5775005775005775,0.562100562100562,0.7238007238007238,63.50196350196349,10.356510356510356,11.858011858011857,23.9008239008239,2.5025025025025025,1.232001232001232,8.73180873180873,15.43081543081543,55.52475552475552,2.6488026488026484,3.9655039655039652,4.242704242704242,1.2628012628012628,0.36960036960036957,2023
kaipara ki mahurangi,21.277061010277716,46.173190465777395,12.934616225672425,9.5068882571616,6.565711786573365,5.904220424229171,8.555652744369121,5.133391646621474,3.422261097747649,3.5972009621692544,14.990159632626284,5.040454843647496,3.6792040236168813,0.6614913623441941,7.106931992127706,99.16356877323419,0.41548217800131204,4.597638311830308,1.1589766017931336,11.863109556090095,1.104307894161382,0.36081347036956046,1.0933741526350316,1.6181937458998468,2.006341570085283,3.9580144325388154,0.5576208178438662,1.6181937458998468,3.8268095342226105,2.1594139514541872,0.18040673518478023,0.3772140826590859,0.51935272250164,0.34441285808003497,0.7161600699759457,55.013120489831614,9.84583424447846,9.949704788978787,31.325169472993657,2.8537065383774323,1.2683140170566367,7.932429477367155,14.339602011808442,57.276404985786144,2.8974415044828343,4.056418106275967,4.171222392302646,1.0824404111086814,0.34987972884321006,2023
kelston,21.473565804274468,46.52418447694038,13.532058492688417,9.100112485939258,6.321709786276715,5.9730033745781785,8.31271091113611,4.758155230596175,3.2733408323959505,3.8132733408323958,15.331833520809901,5.838020247469067,4.37570303712036,0.7536557930258717,7.52530933633296,99.52755905511812,0.281214848143982,5.00562429696288,1.1473565804274466,10.48368953880765,1.0011248593925761,0.40494938132733405,1.2373453318335208,1.5410573678290214,1.8785151856017999,3.937007874015748,0.3374578177727784,1.9122609673790776,4.195725534308211,2.148481439820023,0.14623172103487067,0.4161979752530933,0.49493813273340825,0.40494938132733405,0.6186726659167604,58.908886389201356,8.290213723284591,9.966254218222723,30.06749156355456,2.125984251968504,1.1136107986501689,7.919010123734534,15.410573678290213,57.64904386951631,2.868391451068617,4.195725534308211,3.937007874015748,1.1698537682789654,0.281214848143982,2023
